ubigeo,district,provincia,region,id,area,pobreza_pct,pobreza_quintil,educ_baja_pct,nivel_educativo,pct_mujeres_18_35,poblacion_mujeres,tolerancia_social,riesgo,n_cem,n_refugios,n_otros_servicios,linea100_cobertura,acceso_telefonia_pct,n_servicios_total,acceso,prioridad,riesgo_cat,acceso_cat,semaforo,recomendacion
021006,Huacchis,Huari,Ancash,,Rural,80.5,Q5,52.1,Bajo,39.3,827.0,0.701,0.784,2.0,0.0,0.0,False,33.3,,0.202,0.626,Crítico,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
220909,La Banda De Shilcayo,San Martin,San Martin,,Urbana,38.9,Q2,13.0,Alto,47.5,57671.0,0.715,0.425,1.0,0.0,4.0,True,83.5,,0.8,0.085,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060416,San Juan De Licupis,Chota,Cajamarca,,Urbana,14.2,Q1,46.8,Medio,28.8,35318.0,0.39,0.227,0.0,2.0,0.0,True,75.4,,0.525,0.108,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
210703,Calapuja,Lampa,Puno,,Urbana,16.6,Q1,34.0,Medio,41.5,21471.0,0.395,0.325,0.0,0.0,1.0,True,85.5,,0.465,0.174,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
020304,Chingas,Antonio Raymondi,Ancash,,Rural,57.0,Q3,40.8,Medio,27.6,877.0,0.167,0.516,0.0,1.0,0.0,False,41.2,,0.213,0.406,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
190208,Vilcabamba,Daniel Alcides Carrion,Pasco,,Rural,46.4,Q3,46.0,Medio,39.3,3917.0,0.395,0.472,0.0,1.0,3.0,True,28.2,,0.511,0.231,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
220914,Shapaja,San Martin,San Martin,,Urbana,20.5,Q2,10.4,Alto,48.2,73767.0,0.308,0.275,0.0,1.0,0.0,False,80.8,,0.25,0.206,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220509,Shanao,Lamas,San Martin,,Rural,37.3,Q2,42.0,Medio,32.2,3601.0,0.21,0.512,0.0,0.0,2.0,True,39.9,,0.381,0.317,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
020106,Jangas,Huaraz,Ancash,,Rural,82.4,Q5,55.9,Bajo,36.8,2642.0,0.537,0.789,0.0,0.0,0.0,True,35.4,,0.226,0.611,Crítico,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
060201,Cajabamba,Cajabamba,Cajamarca,,Urbana,23.3,Q2,8.5,Alto,39.7,16347.0,0.266,0.215,0.0,0.0,0.0,True,75.3,,0.312,0.148,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
160603,Padre Marquez,Ucayali,Loreto,,Urbana,15.9,Q1,25.4,Medio,38.7,6399.0,0.234,0.225,0.0,1.0,1.0,True,78.8,,0.529,0.106,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151011,Colonia,Yauyos,Lima,,Rural,40.1,Q3,68.5,Bajo,29.5,1362.0,0.265,0.665,0.0,0.0,0.0,False,41.5,,0.103,0.597,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
140306,Morrope,Lambayeque,Lambayeque,,Urbana,31.6,Q2,12.5,Alto,33.0,32991.0,0.339,0.249,0.0,0.0,0.0,False,77.9,,0.208,0.197,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
190304,Palcazu,Oxapampa,Pasco,,Urbana,28.2,Q2,24.7,Alto,34.4,34790.0,0.216,0.224,0.0,0.0,0.0,False,79.7,,0.214,0.176,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060406,Choropampa,Chota,Cajamarca,,Urbana,9.4,Q1,16.1,Alto,43.3,43030.0,0.707,0.257,1.0,1.0,0.0,True,81.5,,0.465,0.137,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060418,Tocmoche,Chota,Cajamarca,,Rural,78.0,Q4,57.5,Bajo,38.3,3192.0,0.465,0.732,0.0,0.0,4.0,True,35.4,,0.607,0.288,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
100101,Huanuco,Huanuco,Huanuco,,Rural,39.3,Q2,46.7,Medio,43.5,5826.0,0.465,0.449,0.0,0.0,1.0,True,30.9,,0.301,0.314,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
020102,Cochabamba,Huaraz,Ancash,,Rural,74.2,Q4,53.6,Bajo,33.6,2205.0,0.347,0.7,2.0,0.0,3.0,False,29.0,,0.529,0.33,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
150508,Lunahuana,Cañete,Lima,,Rural,66.3,Q4,67.5,Bajo,45.9,2944.0,0.394,0.786,0.0,0.0,1.0,False,27.0,,0.108,0.701,Crítico,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
060413,Paccha,Chota,Cajamarca,,Urbana,13.8,Q1,16.0,Alto,31.3,85872.0,0.1,0.157,0.0,0.0,0.0,True,74.4,,0.353,0.102,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150702,Antioquia,Huarochiri,Lima,,Urbana,14.2,Q1,11.9,Alto,48.3,64881.0,0.423,0.211,0.0,1.0,2.0,False,84.3,,0.47,0.112,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060302,Chumuch,Celendin,Cajamarca,,Urbana,6.6,Q1,15.8,Alto,53.2,54125.0,0.228,0.219,1.0,1.0,0.0,True,71.9,,0.547,0.099,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090401,Castrovirreyna,Castrovirreyna,Huancavelica,,Rural,29.9,Q2,62.5,Bajo,48.4,4475.0,0.831,0.755,2.0,1.0,1.0,True,39.1,,0.595,0.306,Crítico,,Medio,Alta tolerancia social → Priorizar campañas de sensibilización
150504,Cerro Azul,Cañete,Lima,,Urbana,14.5,Q1,19.2,Alto,33.0,6625.0,0.181,0.208,0.0,0.0,0.0,True,76.4,,0.369,0.131,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
110111,Santiago,Ica,Ica,,Rural,53.8,Q3,60.3,Bajo,41.7,4509.0,0.392,0.665,0.0,0.0,2.0,True,21.2,,0.324,0.45,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
030412,Sañayca,Aymaraes,Apurimac,,Urbana,25.6,Q2,14.3,Alto,49.0,70221.0,0.281,0.233,1.0,1.0,3.0,True,79.4,,0.777,0.052,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030306,Pachaconas,Antabamba,Apurimac,,Rural,47.0,Q3,62.1,Bajo,39.6,5236.0,0.594,0.611,0.0,1.0,4.0,True,49.8,,0.68,0.196,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
060410,Lajas,Chota,Cajamarca,,Urbana,7.4,Q1,12.5,Alto,55.9,51986.0,0.867,0.296,3.0,1.0,1.0,True,80.3,,0.769,0.068,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
090510,Pachamarca,Churcampa,Huancavelica,,Rural,58.3,Q3,60.2,Bajo,40.2,4140.0,0.461,0.677,0.0,0.0,1.0,True,50.9,,0.36,0.433,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
151027,San Pedro De Pilas,Yauyos,Lima,,Urbana,13.3,Q1,24.8,Alto,49.6,45357.0,0.68,0.206,0.0,0.0,0.0,True,80.4,,0.328,0.138,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
211003,Pedro Vilca Apaza,San Antonio De Putina,Puno,,Urbana,16.4,Q1,13.7,Alto,35.8,40463.0,0.227,0.153,0.0,1.0,2.0,True,83.0,,0.633,0.056,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030402,Capaya,Aymaraes,Apurimac,,Rural,50.3,Q3,36.8,Medio,46.5,1817.0,0.47,0.664,0.0,0.0,4.0,False,32.2,,0.45,0.365,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
030712,Vilcabamba,Grau,Apurimac,,Urbana,7.9,Q1,17.4,Alto,34.9,18183.0,0.445,0.191,0.0,0.0,1.0,True,80.6,,0.408,0.113,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150729,Santiago De Anchucaya,Huarochiri,Lima,,Urbana,20.7,Q2,30.3,Medio,39.8,6458.0,0.622,0.188,1.0,1.0,2.0,True,81.7,,0.704,0.056,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
030706,Micaela Bastidas,Grau,Apurimac,,Urbana,19.1,Q1,22.7,Alto,47.3,34351.0,0.564,0.373,0.0,1.0,2.0,True,72.8,,0.533,0.174,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
080204,Mosoc Llacta,Acomayo,Cusco,,Urbana,9.4,Q1,20.2,Alto,23.9,74951.0,0.248,0.119,0.0,0.0,2.0,True,77.5,,0.544,0.054,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
020611,Yungar,Carhuaz,Ancash,,Urbana,13.3,Q1,21.9,Alto,34.9,34085.0,0.17,0.166,0.0,0.0,2.0,False,72.1,,0.354,0.107,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
211204,Patambuco,Sandia,Puno,,Rural,44.7,Q3,53.8,Bajo,29.4,3514.0,0.774,0.697,1.0,1.0,0.0,False,40.0,,0.268,0.51,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
030707,Pataypampa,Grau,Apurimac,,Rural,51.5,Q3,46.6,Medio,52.0,5083.0,0.574,0.624,0.0,0.0,2.0,True,39.4,,0.469,0.331,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
120807,Santa Barbara De Carhuacayan,Yauli,Junin,,Urbana,17.1,Q1,34.4,Medio,33.1,88405.0,0.446,0.172,0.0,1.0,0.0,True,77.5,,0.439,0.096,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030211,Pomacocha,Andahuaylas,Apurimac,,Rural,60.5,Q4,40.3,Medio,57.7,3407.0,0.627,0.703,0.0,1.0,2.0,True,27.1,,0.558,0.311,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
090207,Pomacocha,Acobamba,Huancavelica,,Rural,24.9,Q2,66.2,Bajo,30.6,1382.0,0.373,0.597,0.0,1.0,0.0,False,23.3,,0.111,0.531,Alto,,Crítico,Riesgo medio sin CEM → Considerar punto de atención
090204,Caja,Acobamba,Huancavelica,,Urbana,34.2,Q2,22.6,Alto,26.1,28102.0,0.291,0.231,2.0,0.0,3.0,True,79.1,,0.747,0.058,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090405,Chupamarca,Castrovirreyna,Huancavelica,,Rural,64.5,Q4,48.6,Medio,33.9,1108.0,0.26,0.616,0.0,0.0,3.0,False,36.9,,0.374,0.386,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
150119,Lurin,Lima,Lima,,Urbana,14.1,Q1,9.6,Alto,38.0,80017.0,0.191,0.112,0.0,0.0,2.0,True,77.1,,0.506,0.055,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
050409,Canayre,Huanta,Ayacucho,,Urbana,14.9,Q1,38.7,Medio,49.5,60990.0,0.648,0.288,3.0,0.0,0.0,True,77.9,,0.636,0.105,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
090711,Pazos,Tayacaja,Huancavelica,,Rural,54.0,Q3,58.3,Bajo,33.8,662.0,0.172,0.585,0.0,0.0,3.0,True,43.7,,0.486,0.301,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
110204,Chincha Baja,Chincha,Ica,,Urbana,19.5,Q1,24.1,Alto,50.0,80233.0,0.615,0.343,1.0,0.0,3.0,False,81.8,,0.583,0.143,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
120130,San Jeronimo De Tunan,Huancayo,Junin,,Urbana,30.9,Q2,21.7,Alto,48.1,64269.0,0.645,0.345,1.0,0.0,2.0,False,72.2,,0.436,0.195,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
080705,Livitaca,Chumbivilcas,Cusco,,Urbana,11.9,Q1,25.3,Medio,37.9,4310.0,0.594,0.315,0.0,0.0,4.0,True,79.7,,0.693,0.097,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030504,Haquira,Cotabambas,Apurimac,,Rural,45.8,Q3,64.0,Bajo,44.3,3637.0,0.466,0.739,0.0,0.0,0.0,True,24.0,,0.173,0.611,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
030210,Pampachiri,Andahuaylas,Apurimac,,Urbana,25.0,Q2,9.2,Alto,35.2,77540.0,0.258,0.251,2.0,0.0,2.0,True,82.7,,0.735,0.067,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100801,Panao,Pachitea,Huanuco,,Urbana,14.4,Q1,25.4,Medio,36.4,42884.0,0.39,0.159,0.0,0.0,1.0,False,70.3,,0.275,0.115,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100804,Umari,Pachitea,Huanuco,,Urbana,30.1,Q2,18.4,Alto,46.5,6677.0,0.358,0.269,0.0,1.0,0.0,True,78.6,,0.45,0.148,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
140312,Tucume,Lambayeque,Lambayeque,,Urbana,21.7,Q2,19.8,Alto,36.6,39871.0,0.072,0.242,0.0,0.0,2.0,False,75.2,,0.318,0.165,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090406,Cocas,Castrovirreyna,Huancavelica,,Urbana,11.4,Q1,7.3,Alto,46.7,53023.0,0.457,0.208,0.0,0.0,2.0,True,80.6,,0.516,0.101,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
110206,Grocio Prado,Chincha,Ica,,Urbana,25.1,Q2,37.6,Medio,42.7,28915.0,0.103,0.189,0.0,0.0,0.0,False,86.8,,0.216,0.148,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090410,San Juan,Castrovirreyna,Huancavelica,,Rural,64.6,Q4,48.4,Medio,48.4,5517.0,0.468,0.654,0.0,0.0,2.0,True,39.6,,0.381,0.405,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
010501,Lamud,Luya,Amazonas,,Rural,75.4,Q4,63.4,Bajo,42.3,2368.0,0.461,0.625,0.0,0.0,0.0,True,47.7,,0.29,0.444,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
060607,Querocotillo,Cutervo,Cajamarca,,Urbana,12.6,Q1,20.2,Alto,47.9,21442.0,0.467,0.24,0.0,0.0,1.0,True,78.4,,0.46,0.13,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060411,Llama,Chota,Cajamarca,,Urbana,20.0,Q1,22.5,Alto,38.3,68820.0,0.338,0.209,0.0,2.0,2.0,True,73.1,,0.632,0.077,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
080901,Santa Ana,La Convencion,Cusco,,Urbana,13.8,Q1,27.1,Medio,50.4,4416.0,0.292,0.236,0.0,0.0,0.0,False,75.6,,0.188,0.192,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150512,Quilmana,Cañete,Lima,,Urbana,16.6,Q1,10.7,Alto,33.2,70480.0,0.428,0.266,0.0,1.0,1.0,True,74.0,,0.533,0.124,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151019,Lincha,Yauyos,Lima,,Urbana,7.5,Q1,38.4,Medio,45.3,56846.0,0.372,0.198,0.0,1.0,1.0,True,80.4,,0.574,0.084,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090118,Ascension,Huancavelica,Huancavelica,,Rural,56.7,Q3,40.0,Medio,28.4,2746.0,0.399,0.551,0.0,0.0,2.0,False,32.5,,0.277,0.398,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
120402,Acolla,Jauja,Junin,,Urbana,8.3,Q1,24.1,Alto,45.9,12331.0,0.382,0.177,0.0,0.0,1.0,False,69.5,,0.229,0.136,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120706,Palca,Tarma,Junin,,Urbana,21.4,Q2,14.3,Alto,47.0,31636.0,0.732,0.357,0.0,0.0,0.0,True,87.6,,0.341,0.235,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
150602,Atavillos Alto,Huaral,Lima,,Urbana,18.7,Q1,31.9,Medio,53.7,64865.0,0.391,0.358,1.0,1.0,0.0,True,80.5,,0.531,0.168,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
170302,Iberia,Tahuamanu,Madre De Dios,,Urbana,21.0,Q2,14.0,Alto,44.3,39804.0,0.542,0.286,0.0,0.0,3.0,False,68.2,,0.449,0.158,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
080914,Megantoni,La Convencion,Cusco,,Urbana,20.6,Q2,16.0,Alto,33.6,42381.0,0.664,0.284,0.0,0.0,0.0,True,88.9,,0.372,0.178,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
120707,Palcamayo,Tarma,Junin,,Urbana,25.2,Q2,27.9,Medio,43.0,55289.0,0.39,0.23,3.0,1.0,0.0,True,83.5,,0.688,0.072,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120306,Vitoc,Chanchamayo,Junin,,Urbana,8.6,Q1,30.7,Medio,33.2,38509.0,0.554,0.262,0.0,0.0,0.0,True,87.9,,0.394,0.159,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120606,Pangoa,Satipo,Junin,,Urbana,7.3,Q1,24.7,Alto,34.7,78201.0,0.262,0.136,0.0,0.0,0.0,True,74.3,,0.368,0.086,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010611,Totora,Rodriguez De Mendoza,Amazonas,,Rural,59.0,Q3,58.7,Bajo,39.1,2615.0,0.19,0.633,2.0,0.0,0.0,True,28.0,,0.382,0.391,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
050902,Belen,Sucre,Ayacucho,,Urbana,12.1,Q1,18.7,Alto,23.1,39786.0,0.368,0.167,0.0,0.0,0.0,False,85.2,,0.213,0.131,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150801,Huacho,Huaura,Lima,,Rural,69.0,Q4,74.0,Bajo,50.8,4240.0,0.285,0.707,2.0,0.0,0.0,False,14.2,,0.227,0.547,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
150606,Ihuari,Huaral,Lima,,Urbana,26.5,Q2,30.7,Medio,41.7,20633.0,0.431,0.306,0.0,0.0,0.0,False,84.8,,0.2,0.245,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060303,Cortegana,Celendin,Cajamarca,,Rural,36.0,Q2,50.5,Bajo,33.2,2759.0,0.517,0.612,1.0,0.0,0.0,False,26.3,,0.179,0.502,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
150610,Santa Cruz De Andamarca,Huaral,Lima,,Rural,52.3,Q3,41.9,Medio,36.7,1295.0,0.396,0.683,0.0,0.0,0.0,False,44.2,,0.097,0.617,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
120305,San Ramon,Chanchamayo,Junin,,Urbana,32.6,Q2,9.3,Alto,39.6,32934.0,0.703,0.333,2.0,2.0,1.0,False,76.6,,0.65,0.117,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060403,Chadin,Chota,Cajamarca,,Urbana,20.3,Q2,29.5,Medio,34.4,34706.0,0.27,0.358,1.0,0.0,2.0,False,75.5,,0.425,0.206,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
170101,Tambopata,Tambopata,Madre De Dios,,Rural,38.7,Q2,52.2,Bajo,33.4,4888.0,0.449,0.591,0.0,0.0,2.0,True,47.4,,0.51,0.29,Alto,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
060404,Chiguirip,Chota,Cajamarca,,Urbana,12.8,Q1,14.5,Alto,38.9,40194.0,0.4,0.302,1.0,0.0,1.0,True,81.9,,0.525,0.143,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220603,Huicungo,Mariscal Caceres,San Martin,,Urbana,12.1,Q1,13.6,Alto,50.4,26002.0,0.448,0.26,0.0,1.0,1.0,False,84.4,,0.402,0.155,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
140301,Lambayeque,Lambayeque,Lambayeque,,Rural,30.8,Q2,70.5,Bajo,49.3,4777.0,0.135,0.599,1.0,0.0,2.0,True,45.6,,0.56,0.264,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100110,Yarumayo,Huanuco,Huanuco,,Rural,60.4,Q4,29.8,Medio,43.9,5728.0,0.649,0.632,1.0,0.0,3.0,False,19.8,,0.39,0.386,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
100102,Amarilis,Huanuco,Huanuco,,Urbana,17.7,Q1,19.5,Alto,32.5,88258.0,0.144,0.203,1.0,1.0,2.0,False,79.6,,0.552,0.091,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
101108,Choras,Yarowilca,Huanuco,,Urbana,33.8,Q2,25.6,Medio,37.6,64235.0,0.539,0.343,0.0,1.0,0.0,True,83.9,,0.449,0.189,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
101105,Jacas Chico,Yarowilca,Huanuco,,Rural,40.1,Q3,47.3,Medio,45.5,4950.0,0.364,0.513,2.0,0.0,1.0,True,45.6,,0.586,0.212,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150727,Santa Cruz De Cocachacra,Huarochiri,Lima,,Rural,67.3,Q4,54.5,Bajo,33.2,5990.0,0.51,0.716,1.0,0.0,1.0,True,18.3,,0.419,0.416,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
090307,Huanca-Huanca,Angaraes,Huancavelica,,Rural,41.5,Q3,47.9,Medio,44.9,2484.0,0.289,0.503,0.0,1.0,1.0,False,55.8,,0.291,0.357,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
090308,Huayllay Grande,Angaraes,Huancavelica,,Rural,60.2,Q4,66.3,Bajo,26.1,3238.0,0.596,0.723,0.0,0.0,1.0,True,29.9,,0.281,0.52,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
120208,Manzanares,Concepcion,Junin,,Urbana,14.8,Q1,30.4,Medio,42.8,17150.0,0.342,0.287,1.0,0.0,2.0,False,83.9,,0.484,0.148,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010518,San Jeronimo,Luya,Amazonas,,Rural,40.0,Q2,55.1,Bajo,51.5,263.0,0.33,0.681,1.0,1.0,0.0,True,36.1,,0.417,0.397,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
010705,Jamalca,Utcubamba,Amazonas,,Urbana,27.1,Q2,22.8,Alto,49.6,19947.0,0.779,0.311,1.0,0.0,1.0,False,69.6,,0.395,0.188,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060802,Bellavista,Jaen,Cajamarca,,Urbana,15.0,Q1,17.6,Alto,50.3,68394.0,0.802,0.261,0.0,0.0,3.0,True,79.7,,0.62,0.099,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060811,San Jose Del Alto,Jaen,Cajamarca,,Urbana,16.5,Q1,20.4,Alto,45.5,60453.0,0.668,0.347,0.0,0.0,1.0,False,83.9,,0.297,0.244,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060904,La Coipa,San Ignacio,Cajamarca,,Rural,42.3,Q3,60.7,Bajo,41.6,5956.0,0.18,0.535,1.0,1.0,0.0,True,49.7,,0.418,0.311,Medio,,Medio,Mantener monitoreo y reforzar capacidades locales
210707,Paratia,Lampa,Puno,,Urbana,20.9,Q2,19.9,Alto,54.2,58783.0,0.449,0.23,0.0,0.0,2.0,False,76.6,,0.349,0.15,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150720,San Juan De Tantaranche,Huarochiri,Lima,,Urbana,7.9,Q1,28.2,Medio,33.6,78829.0,0.552,0.255,0.0,1.0,3.0,True,75.9,,0.663,0.086,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151015,Huangascar,Yauyos,Lima,,Urbana,16.1,Q1,25.0,Alto,43.8,18929.0,0.532,0.276,1.0,0.0,3.0,False,72.9,,0.515,0.134,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150516,Zuñiga,Cañete,Lima,,Urbana,7.6,Q1,22.7,Alto,46.8,62099.0,0.416,0.243,0.0,0.0,1.0,False,78.8,,0.273,0.177,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090203,Anta,Acobamba,Huancavelica,,Rural,62.7,Q4,55.0,Bajo,22.9,4544.0,0.158,0.622,0.0,0.0,1.0,True,41.1,,0.328,0.418,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
090201,Acobamba,Acobamba,Huancavelica,,Rural,54.2,Q3,65.4,Bajo,39.2,933.0,0.056,0.64,0.0,0.0,1.0,True,38.9,,0.334,0.426,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
081001,Paruro,Paruro,Cusco,,Rural,31.4,Q2,67.3,Bajo,42.2,3052.0,0.417,0.606,0.0,0.0,2.0,True,16.5,,0.38,0.376,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
090602,Ayavi,Huaytara,Huancavelica,,Rural,82.4,Q5,65.1,Bajo,35.8,667.0,0.409,0.745,1.0,0.0,2.0,False,32.6,,0.369,0.47,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
210307,Ituata,Carabaya,Puno,,Urbana,7.6,Q1,14.9,Alto,33.5,85198.0,0.517,0.201,1.0,0.0,0.0,False,82.7,,0.317,0.137,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
110503,Humay,Pisco,Ica,,Urbana,30.4,Q2,9.4,Alto,46.1,75664.0,0.292,0.252,1.0,0.0,3.0,False,84.1,,0.511,0.123,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
081005,Huanoquite,Paruro,Cusco,,Rural,72.5,Q4,58.8,Bajo,30.7,5759.0,0.696,0.661,0.0,0.0,3.0,False,47.0,,0.338,0.438,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
030201,Andahuaylas,Andahuaylas,Apurimac,,Rural,49.4,Q3,36.3,Medio,29.4,2973.0,0.35,0.588,2.0,0.0,1.0,True,47.0,,0.514,0.286,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030213,San Jeronimo,Andahuaylas,Apurimac,,Rural,54.7,Q3,51.3,Bajo,35.9,3057.0,0.585,0.704,1.0,0.0,0.0,True,34.0,,0.288,0.501,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
220707,San Hilarion,Picota,San Martin,,Urbana,21.5,Q2,17.6,Alto,43.9,39068.0,0.173,0.254,2.0,0.0,2.0,False,78.5,,0.553,0.114,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
081201,Urcos,Quispicanchi,Cusco,,Urbana,32.0,Q2,10.4,Alto,29.4,35092.0,0.662,0.308,3.0,0.0,1.0,False,83.3,,0.551,0.138,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
